date,name,mobility_score
2020-05-16,Melbourne - Inner South,0.35166623082446197
2020-05-16,Melbourne - North East,0.5840534874449663
2020-05-16,Melbourne - North West,0.4478028872190435
2020-05-16,Melbourne - Outer East,0.282045107942535
2020-05-16,Melbourne - South East,0.44038212457490084
2020-05-16,Melbourne - West,0.5035404398228961
2020-05-16,Mornington Peninsula,0.5575002010093307
2020-05-16,all,0.3377762617840458
2020-05-17,Melbourne - Inner,0.17171689059596787
2020-05-17,Melbourne - Inner East,0.28504765918354097
2020-05-17,Melbourne - Inner South,0.39641663285219425
2020-05-17,Melbourne - North East,0.5842109251551699
2020-05-17,Melbourne - North West,0.667851932018487
2020-05-17,Melbourne - Outer East,0.41360704839427764
2020-05-17,Melbourne - South East,0.48132856954938835
2020-05-17,Melbourne - West,0.43340813281721347
2020-05-17,Mornington Peninsula,0.36891416918960296
2020-05-17,all,0.2810462622299768
2020-05-18,Melbourne - Inner,0.2577141398838399
2020-05-18,Melbourne - Inner East,0.30169204506106584
2020-05-18,Melbourne - Inner South,0.26752923897786024
2020-05-18,Melbourne - North East,0.3813866472149457
2020-05-18,Melbourne - North West,0.37837304120159615
2020-05-18,Melbourne - Outer East,0.30485071971245936
2020-05-18,Melbourne - South East,0.34206174103877834
2020-05-18,Melbourne - West,0.3024453130105762
2020-05-18,Mornington Peninsula,0.2124121849320901
2020-05-18,all,0.2712977202351506
2020-05-19,Melbourne - Inner,0.23458322031049736
2020-05-19,Melbourne - Inner East,0.2260753176296604
2020-05-19,Melbourne - Inner South,0.2520255204627248
2020-05-19,Melbourne - North East,0.29292483940945635
2020-05-19,Melbourne - North West,0.30842658261338596
2020-05-19,Melbourne - Outer East,0.3227969527747782
2020-05-19,Melbourne - South East,0.3526886010062268
2020-05-19,Melbourne - West,0.29857759441576254
2020-05-19,Mornington Peninsula,0.25535052487068577
2020-05-19,all,0.24954116470309198
2020-05-20,Melbourne - Inner,0.25344791102043446
2020-05-20,Melbourne - Inner East,0.2709415783865291
2020-05-20,Melbourne - Inner South,0.21707041029042576
2020-05-20,Melbourne - North East,0.32725273251682807
2020-05-20,Melbourne - North West,0.36067658080597126
2020-05-20,Melbourne - Outer East,0.18172920592167763
2020-05-20,Melbourne - South East,0.29218989381273536
2020-05-20,Melbourne - West,0.32143695924115023
2020-05-20,Mornington Peninsula,0.3840739530088036
2020-05-20,all,0.2620280338064714
2020-05-21,Melbourne - Inner,0.22555252999576775
2020-05-21,Melbourne - Inner East,0.1919657187841562
2020-05-21,Melbourne - Inner South,0.19565548856825365
2020-05-21,Melbourne - North East,0.37203589308542134
2020-05-21,Melbourne - North West,0.3245910560606318
2020-05-21,Melbourne - Outer East,0.26055417158508454
2020-05-21,Melbourne - South East,0.3426229248144384
2020-05-21,Melbourne - West,0.22524204354516023
2020-05-21,Mornington Peninsula,0.22050168408180465
2020-05-21,all,0.2238210122165431
2020-05-22,Melbourne - Inner,0.2840481441403253
2020-05-22,Melbourne - Inner East,0.24874967667711778
2020-05-22,Melbourne - Inner South,0.3125158786469848
2020-05-22,Melbourne - North East,0.34609300342877086
2020-05-22,Melbourne - North West,0.34146223770240913
2020-05-22,Melbourne - Outer East,0.12204500116583068
2020-05-22,Melbourne - South East,0.47229023272143766
2020-05-22,Melbourne - West,0.37229233914779175
2020-05-22,Mornington Peninsula,0.35227240618792266
2020-05-22,all,0.295526969278794
2020-05-23,Melbourne - Inner,0.223106902736801
2020-05-23,Melbourne - Inner East,0.24052795744470065
2020-05-23,Melbourne - Inner South,0.3658323881971074
2020-05-23,Melbourne - North East,0.43557889491799384
2020-05-23,Melbourne - North West,0.48157657951452676
2020-05-23,Melbourne - Outer East,0.46791167386305466
2020-05-23,Melbourne - South East,0.4639997776586206
2020-05-23,Melbourne - West,0.44056507617668256
2020-05-23,Mornington Peninsula,0.30838346111646897
